Open,High,Low,Close,Volume,Ticker
101.5985962432069,103.09681842298845,101.5985962432069,102.49752807617188,1111400,A
100.93164654250762,101.84991438320091,98.18652576502765,98.26385498046875,1180800,A
98.85347995681967,99.61708944378884,97.40359020613606,98.61183166503906,1421900,A
98.37017202353671,98.93079776566897,97.28759252095833,98.67948150634766,2310000,A
100.06169455361237,101.83056134446934,99.8393823145867,101.72423553466797,1572300,A
102.87451333530778,104.49839018678348,102.59420042573224,103.4544677734375,1175000,A
104.45973237240784,106.13194194193656,103.65745820394837,104.8656997680664,1357300,A
106.87619691222095,108.19076409530722,106.00626166245505,106.65387725830078,1143100,A
107.059860856665,109.56333361041948,106.6442255013693,108.7803955078125,1036600,A
112.27945633924877,113.57468753390842,108.63539627757855,108.7417221069336,2177900,A
109.05103121718878,109.1380284293199,105.34897794321243,106.5185546875,2124800,A
107.42716111079986,108.05544812741256,105.2039939364843,105.75495910644531,1792800,A
105.74530145008639,107.30151714937206,105.26200483228392,105.78396606445312,1094300,A
106.7698835294168,107.81380595082732,106.11259986125323,106.48957061767578,1356800,A
107.29184368783646,107.76547228429533,105.81295729260312,106.58622741699219,1656100,A
106.8085451857243,107.06952209659264,105.60030372434733,106.18992614746094,1571500,A
105.89027094931073,106.20924104928403,102.19788581518972,102.41053009033203,2047900,A
103.17416129108483,105.31999948290827,101.67594618046195,105.04935455322266,1886400,A
105.01068171830552,108.54841627103805,104.70137219794535,107.18551635742188,2775400,A
107.67847247378765,108.66439418787549,105.89993734067144,108.46141052246094,3258700,A
114.98592514944818,114.98592514944818,107.70747959905071,110.84890747070312,5559900,A
112.21179245975867,113.05273113422238,109.62132996156765,110.52992248535156,2862500,A
109.9692931048711,111.13887723867033,109.16702644115601,110.27860260009766,983700,A
110.08527353404988,113.1590394951502,109.87262189923803,112.99472045898438,3778400,A
113.65201765616769,114.42528770593282,111.19687031476025,111.50617980957031,1753700,A
111.76714757552318,112.07645704508198,110.31725805424388,110.74256134033203,1735800,A
110.33660996324016,111.5641800235776,109.37968480599945,109.78565216064453,1511400,A
109.80499252858387,111.39020488022182,109.66000206511866,111.30321502685547,1118100,A
111.35152477307041,112.55010555474212,110.30760980530384,110.57825469970703,2076700,A
110.52024981793659,113.42002907343002,110.51058919673935,113.10105895996094,1320600,A
112.49209284290609,113.05271856354422,110.65557200729491,112.51142883300781,1717600,A
113.03340269520338,115.89451746780033,112.45344091905886,114.84092712402344,1630500,A
114.70559743603489,115.08256814202265,113.37170165904128,114.5219497680664,1400800,A
114.64763532926082,116.22317980051892,112.84010314941406,112.84010314941406,1395200,A
113.3813786871246,114.09665554847894,112.94640734781905,113.46836853027344,1973800,A
113.65201737279084,113.80666843255024,112.51143723080008,113.32337188720703,1698600,A
114.10631869618048,115.40154991371823,113.13005759782196,114.9955825805664,2166700,A
115.24690633933025,115.85585737861975,114.48329685382845,115.31456756591797,3911800,A
113.7680076942921,114.49295253696903,112.08613772414729,113.8453369140625,2082000,A
114.05800965826593,114.47364507318794,112.9464258858446,113.44905853271484,1670400,A
114.05800577128234,114.91827319095148,113.30406420119219,113.38139343261719,1202100,A
113.13006008868102,114.41563071315383,112.93673703921878,113.39103698730469,733600,A
114.55095274516576,114.81192964284314,112.77241756916341,113.89366912841797,1003100,A
114.59929173212026,115.14058895910489,112.927089563108,113.31372833251953,1007400,A
113.9226684876608,114.92792624188552,113.41037530150754,113.46836853027344,1127000,A
113.66168850337473,114.63794968010019,112.70476331998208,114.53162384033203,1307200,A
115.15513388524454,116.26853306465107,113.38336575392,114.86467742919922,2030700,A
114.70977882816429,116.4912235191153,114.31282214292841,115.80381774902344,2344000,A
114.91308523139546,119.93792560476749,114.44835639550301,118.97943115234375,2428500,A
120.3736100475356,123.42337317583132,120.16060963926017,122.14537811279297,1775900,A
122.46486993192961,123.57827644364417,121.84523641676249,123.01673126220703,1577200,A
122.4261442021232,125.22417892383196,122.21315117892753,124.0720443725586,1746800,A
124.2463189835043,124.30440731590441,122.18409454393212,122.92959594726562,1826400,A
123.40401438969892,123.97524347013052,122.70692478010803,122.93929290771484,1530400,A
123.22005507422924,124.11078476803112,121.81619942456696,122.01951599121094,924900,A
121.9323741080079,123.07482476601228,120.7705557480329,122.19377899169922,2115400,A
123.32655240764446,123.73319291806482,122.271241578727,123.2975082397461,1677200,A
123.64605999547156,124.81755494861311,123.30719903987108,124.03333282470703,1843000,A
123.70414275030869,124.68200493799742,122.39710347392912,122.95864868164062,1612100,A
123.03610076975124,123.73319033119573,122.28092287372448,122.30996704101562,1438700,A
122.65850961203634,123.42337134558588,120.47042461394618,121.48701477050781,1365400,A
121.50639300420465,121.94207034319915,119.92826482197694,119.97666931152344,1476600,A
118.1952004485094,119.0859226500149,114.3515316819312,115.01957702636719,1923500,A
115.21322300376725,118.76643575554972,115.00022258610363,117.69175720214844,1677900,A
117.35290712940359,117.81763602795571,115.48432245583083,116.34600067138672,1822000,A
116.84944098096695,118.2048846869225,116.35566798144644,116.9849853515625,1292700,A
118.60184442575476,121.84524032660558,118.52438838721987,119.26988983154297,1489200,A
119.57000907844848,120.63500363340344,118.02092541791275,118.26296997070312,1448400,A
118.61153888301719,120.38329975658687,117.73049298578549,120.12189483642578,1251200,A
120.54787938216249,121.95173492968674,119.19242831653774,119.26020050048828,1919700,A
119.97666054246812,121.73874486138189,118.66962123440052,119.48289489746094,2065300,A
119.48289427393522,119.56034292846776,118.46630404706848,119.31829833984375,1988300,A
120.62532640682515,121.73873288812305,119.93792072554723,121.09973907470703,1112600,A
121.70000753757469,123.21037068591274,121.12878589468161,122.91991424560547,1122200,A
122.89086532916582,124.5077286173505,122.30027600688433,123.90745544433594,1278000,A
125.19514112674301,126.90882095714649,123.78160161025941,123.87841796875,2132500,A
128.5740881543235,132.62106657623562,125.46622914287549,125.97936248779297,4214700,A
124.89499944219614,126.24076667471392,123.52018804282913,123.61700439453125,1941400,A
124.32377434262,124.79817223679667,122.46486646315734,122.83277893066406,1263900,A
121.94206429435872,122.14538825485998,119.17307353008968,119.57003021240234,1340100,A
119.57969401633005,119.57969401633005,116.57834301175623,118.52437591552734,2125400,A
118.36948205195334,121.41924520070314,118.12743747485595,121.0416488647461,1898400,A
120.83833140149092,121.2643322177088,118.0499805533906,118.21456909179688,1430900,A
119.01816559326316,119.57971081250577,116.81072012353947,118.18553161621094,1909700,A
119.13434172279881,121.16751465761024,118.9697457994183,120.51883697509766,1404400,A
120.60597253564677,121.88396761737629,119.25052141584533,119.70556640625,1267300,A
118.87293380969052,118.87293380969052,115.45526549716728,115.50367736816406,1612400,A
114.91308223868174,115.04862660674237,109.73332253942449,111.33081817626953,2725000,A
112.19250069534814,112.49264099646392,108.89101647598939,112.44422912597656,2441500,A
112.60881578866864,115.17448976280019,111.6019094695651,112.38613891601562,2766600,A
114.11919162790676,117.52717637448667,113.7996909804294,116.02649688720703,2291100,A
116.75262796610748,118.32107960985577,115.88127332841776,116.17172241210938,1934600,A
117.55622170891404,119.00848933552047,117.05277218180113,117.95317840576172,1818700,A
116.7332665648436,118.14680610820889,115.4843155727038,117.5755844116211,1368700,A
117.07213046152091,120.3252104794041,116.5105852162234,120.09284973144531,1230000,A
120.78024961890243,121.32242713323453,118.55343645084194,119.0859375,1345500,A
118.446928174269,119.19242959231845,117.63366195815776,118.62120056152344,1453000,A
119.66682691749344,119.9960113544406,118.24360374744448,118.68896484375,2067500,A
118.9600695073265,119.57001917266994,117.64334643805864,118.78579711914062,2597000,A
118.28234971386733,119.8895293539652,117.84667240192574,119.67652893066406,1772900,A
119.23116317801359,120.27679755036864,117.60462328322168,118.09839630126953,1338300,A
118.2339415331068,119.04720779308454,116.89785069655119,116.99466705322266,1477500,A
117.01403631464545,118.4372596751722,116.06521827875608,118.02094268798828,967300,A
118.64057816146114,121.70970181679473,118.14680512527785,121.64192962646484,1441900,A
120.90611497170362,121.81620502418586,119.80239219540661,121.4289321899414,1539700,A
120.64469374185448,121.70000450118717,120.45106104422347,120.86737060546875,1033700,A
121.94205036842558,124.39154021401768,121.94205036842558,123.09418487548828,1815500,A
123.92683429306722,124.21729076558756,122.96833975233396,123.62670135498047,1126400,A
125.08505876981296,126.64619846721807,125.08505876981296,126.0547103881836,1096300,A
126.60738781491695,127.85823158526698,125.92862001221083,127.0631103515625,1623200,A
126.29710502398062,126.60740059891573,124.62930329797281,125.41471862792969,954600,A
126.30683507214731,127.73222436716574,125.92867147116559,126.72379302978516,925100,A
127.47039804708847,127.91642947020175,126.7625417694866,127.90673828125,1552200,A
127.45099467910164,128.1685273150734,126.86919786469052,127.2861557006836,1166300,A
127.60616749918516,129.22548403555479,127.48010804567089,128.93458557128906,1593700,A
129.060631062668,129.1866757068359,126.9855772757662,127.96492004394531,1499300,A
127.99398532600893,129.87511141705266,127.99398532600893,129.23513793945312,2121300,A
129.98176772571554,130.55385847696388,129.1187786074188,130.4956817626953,4495400,A
130.3017690964043,130.56356434003985,129.0315280397412,129.44847106933594,1071600,A
128.96363821304683,129.49694945051274,127.81945664512578,128.44003295898438,1261200,A
128.84731231147143,129.88483185360872,128.01341132442866,129.7684783935547,1173900,A
129.962394081026,131.34900347014977,129.7684667331249,130.4472198486328,1732700,A
130.48601659012087,132.95861621372248,130.4181338794703,132.53196716308594,1495200,A
133.04587615445232,133.6470552925724,132.53194729634538,133.1719207763672,1287400,A
132.7743987729165,133.26893060393405,132.09564554924694,132.3380584716797,1752900,A
131.87263982591398,132.36715689880492,130.6217955612078,130.7090606689453,1603900,A
131.30052104290047,131.30052104290047,129.48726256803894,130.07875061035156,2135900,A
129.83636316127038,130.57330795913262,129.10912435014518,129.58425903320312,1514200,A
130.21451136188298,130.2339085373531,128.58550371942758,129.1479034423828,1032000,A
128.11035951098637,128.4885230279666,126.39408690084228,126.92738342285156,1752400,A
128.08126545358542,130.0205684894633,127.26676172948662,129.32241821289062,1430600,A
128.2946013616858,128.57580861245123,126.80134440159412,128.38186645507812,1150400,A
129.1478899263286,130.72842665826127,129.1478899263286,129.83633422851562,1044200,A
129.7005526590297,129.86539160466904,127.76125005757211,127.86791229248047,1034300,A
126.31650913522753,127.83885434572053,125.37594596613559,127.43160247802734,1336600,A
126.38436641962893,127.18917889847111,124.57112294307655,124.7359619140625,1256400,A
125.67653599950567,126.79162934608489,125.33715204409032,126.0740966796875,805900,A
126.51045141684926,127.69342760843504,126.49105424113361,127.16980743408203,775100,A
126.86921084363492,127.07284418822314,125.96744196432351,126.16136932373047,886700,A
126.0062072998609,126.0062072998609,124.77474577323109,124.8426284790039,1777600,A
123.72751040514001,126.32617631117185,123.2717730883659,126.25830841064453,1119400,A
126.64620823468661,128.76004182382147,126.64620823468661,128.13946533203125,1035100,A
128.6436784736564,130.0593763470289,128.20733820439614,128.284912109375,1445900,A
129.4581739500169,130.3308692280774,128.50791956767907,129.2933349609375,1312300,A
129.36123628318722,130.70905154847432,128.9733667274542,129.1866912841797,1890600,A
132.16348742382945,133.81189182778414,129.2060477250162,129.2448272705078,2498400,A
129.27395908301486,133.94767212543547,129.11881127524165,133.36587524414062,3699600,A
134.39366450142447,134.98515233521303,133.81186785334594,133.93792724609375,1264400,A
134.9464086443552,136.0615168390387,131.45567183297243,133.03619384765625,2015800,A
132.9585740584635,134.0251963468763,131.75621598320237,132.42527770996094,1395700,A
131.87260270171322,132.75498910899597,131.62049864064994,132.2313690185547,1228700,A
133.52105367276567,134.20951298032773,133.2204639735881,133.71498107910156,1069700,A
133.8991679349914,134.3743024817235,133.20101769296787,133.47251892089844,936000,A
134.3937274792005,134.70400832005953,133.39498744202223,134.53916931152344,1143900,A
134.90760688019924,136.10996517246878,134.6554880415958,135.87725830078125,961400,A
136.06148746688683,138.999529937063,135.76088311351444,138.71832275390625,1462400,A
139.00920281219302,139.24192443700636,137.5935054870601,139.17404174804688,995100,A
139.14503659245526,140.04680568585107,138.4274889170202,140.00802612304688,934200,A
140.45401803457622,140.75460761587237,139.66858793400985,140.23098754882812,1035800,A
140.2697882255301,140.677040076226,138.58258930489777,139.2322540283203,1680800,A
139.13529934946905,143.19812671448477,139.13529934946905,142.46119689941406,2822400,A
141.86971131019604,142.3739342426348,140.54129346442352,140.60916137695312,3220700,A
141.0067448373263,142.23820660767484,139.36803113886387,141.96670532226562,1266100,A
141.92787383692735,143.19811483183838,141.4042685794039,142.17999267578125,1366200,A
142.26727668468934,143.5666062114959,141.98606944942452,142.77149963378906,1455700,A
143.43086025403687,143.8284209536827,142.12183949557897,142.2187957763672,1426800,A
142.5484621681179,143.27570079556455,141.77275280207436,142.81027221679688,8445100,A
143.14968334694706,143.54722929404508,141.98608948548676,143.44056701660156,1645000,A
143.09146496897745,144.32291160068735,143.05267062717348,144.2938232421875,816700,A
144.16779566543252,144.26476674565296,142.20911004722356,143.32420349121094,1259300,A
143.28541193367062,143.86719397912933,142.5484672954313,143.30479431152344,1426500,A
143.80384588210893,144.5611669528267,142.9688489560413,144.4932098388672,1400700,A
144.89129108413744,144.89129108413744,144.16309654266263,144.6485595703125,1973300,A
145.24082150703254,145.26994810276722,143.7844324596764,145.14373779296875,2286300,A
143.76498566048926,144.6291090018928,142.99794600684982,144.5028839111328,1891700,A
145.14376666007973,145.8622425846376,144.5903316007391,145.66806030273438,1596800,A
146.27001744128694,146.60984751722418,144.83305089863367,145.1631622314453,1480500,A
144.77476304484384,145.1922540749051,143.8815129853874,144.93011474609375,1456500,A
145.5029812541989,145.51268518143013,144.1436906840233,144.30874633789062,1218500,A
144.02713577699421,144.96893502849096,143.54167285622896,144.62911987304688,1733600,A
144.98840070321808,145.46415984015312,143.95922137632235,144.6000213623047,2169800,A
143.3669214550192,143.6679061125562,142.67755754972995,143.28924560546875,1835100,A
144.13399632666298,146.85259274211063,143.5320268030502,144.95928955078125,2246000,A
145.14373889952472,145.5515260580747,143.30868927847206,144.6194305419922,2255700,A
145.35736341422563,146.12438856977636,144.34759190104256,145.93020629882812,1972800,A
146.21175039265324,147.97884291588028,146.05639866893213,147.88174438476562,2132000,A
147.31861937391307,147.74582924680806,145.41561243212635,145.88165283203125,1767700,A
144.9495781644564,145.63894234355263,144.532086974348,145.59039306640625,2085700,A
145.638929273511,147.55165506318244,145.15346617593264,147.05648803710938,2179700,A
147.57107005752857,148.99833267536425,147.01763504380742,148.23129272460938,1527300,A
148.0856598883242,149.13426190348432,147.600196815481,148.77500915527344,2310100,A
149.5711781728386,149.81390971326348,148.08566233065096,148.6196746826172,1438300,A
149.24100951379668,149.4934448854278,148.3186181623234,149.3866424560547,1859700,A
149.4837748291899,150.21196933576886,149.02743841985472,149.78475952148438,1786700,A
149.96925503803791,150.64890035911608,148.881807709156,150.53237915039062,1667600,A
150.260529539541,151.3576808583605,149.97896746740417,151.17320251464844,1209300,A
