Date,Open,High,Low,Close,Volume,Ticker
2021-04-13,127.60616749918516,129.22548403555479,127.48010804567089,128.93458557128906,1593700,A
2021-04-14,129.06063875738988,129.1866834090727,126.98558484677135,127.96492767333984,1499300,A
2021-04-15,127.99398532600893,129.87511141705266,127.99398532600893,129.23513793945312,2121300,A
2021-04-16,129.98181332180766,130.5539042737388,129.11882390078438,130.4957275390625,4495400,A
2021-04-19,130.3017537370324,130.56354894980873,129.03151283009947,129.44845581054688,1071600,A
2021-04-20,128.96366885503448,129.49698021921608,127.8194870152539,128.4400634765625,1261200,A
2021-04-21,128.84732746194544,129.88484712607917,128.01342637684868,129.76849365234375,1173900,A
2021-04-22,129.96240928310357,131.34901883442308,129.76848191251827,130.44723510742188,1732700,A
2021-04-23,130.48601659012087,132.95861621372248,130.4181338794703,132.53196716308594,1495200,A
2021-04-26,133.04587615445232,133.6470552925724,132.53194729634538,133.1719207763672,1287400,A
2021-04-27,132.7743681547169,133.26889987169386,132.09561508757002,132.33802795410156,1752900,A
2021-04-28,131.87262443129035,132.36714144645208,130.62178031260595,130.70904541015625,1603900,A
2021-04-29,131.30050564079255,131.30050564079255,129.48724737863392,130.0787353515625,2135900,A
2021-04-30,129.83630200737122,130.57324645812693,129.10906353878093,129.58419799804688,1514200,A
2021-05-03,130.2144959770745,130.23389315025284,128.5854885270859,129.14788818359375,1032000,A
2021-05-04,128.11034410998386,128.48850758150252,126.39407170616435,126.9273681640625,1752400,A
2021-05-05,128.0813107906207,130.02061451295535,127.2668067782113,129.3224639892578,1430600,A
2021-05-06,128.2945708648514,128.57577804877124,126.80131425972098,128.3818359375,1150400,A
2021-05-07,129.14790510420943,130.72844202189196,129.14790510420943,129.8363494873047,1044200,A
2021-05-10,129.70061456895968,129.86545359328156,127.7613110418153,127.86797332763672,1034300,A
2021-05-11,126.31649400996088,127.83883903816673,125.37593095349291,127.43158721923828,1336600,A
2021-05-12,126.38438961028332,127.189202236803,124.57114580101333,124.7359848022461,1256400,A
2021-05-13,125.67654360484175,126.79163701890103,125.33715962888853,126.07410430908203,805900,A
2021-05-14,126.51044382701198,127.69341994762657,126.49104665246004,127.1697998046875,775100,A
2021-05-17,126.86919549923483,127.07282881919429,125.96742672898931,126.1613540649414,886700,A
2021-05-18,126.0062072998609,126.0062072998609,124.77474577323109,124.8426284790039,1777600,A
2021-05-19,123.72753283453899,126.32619921165859,123.27179543514856,126.25833129882812,1119400,A
2021-05-20,126.64619315371392,128.76002649113443,126.64619315371392,128.1394500732422,1035100,A
2021-05-21,128.6436784736564,130.0593763470289,128.20733820439614,128.284912109375,1445900,A
2021-05-24,129.4581739500169,130.3308692280774,128.50791956767907,129.2933349609375,1312300,A
2021-05-25,129.3612057243766,130.7090206712713,128.9733362602694,129.18666076660156,1890600,A
2021-05-26,132.16351863056815,133.81192342374777,129.2060782334376,129.24485778808594,2498400,A
2021-05-27,129.27391471115283,133.94762614937292,129.11876695663238,133.36582946777344,3699600,A
2021-05-28,134.39372574425897,134.98521384758698,133.8119288310573,133.93798828125,1264400,A
2021-06-01,134.94639316647113,136.0615012332556,131.45565675546374,133.0361785888672,2015800,A
2021-06-02,132.95860469894046,134.02522723315775,131.75624634659434,132.42530822753906,1395700,A
2021-06-03,131.87258748432384,132.75497378978395,131.62048345235203,132.23135375976562,1228700,A
2021-06-04,133.52099272612895,134.20945171943885,133.22040316415772,133.7149200439453,1069700,A
2021-06-07,133.89915262742716,134.3742871198411,133.20100246521724,133.47250366210938,936000,A
2021-06-08,134.39368175231928,134.7039624876066,133.39494205495797,134.53912353515625,1143900,A
2021-06-09,134.90760688019924,136.10996517246878,134.6554880415958,135.87725830078125,961400,A
2021-06-10,136.0615173999699,138.9995605165058,135.76091298046552,138.71835327148438,1462400,A
2021-06-11,139.00926377505868,139.24198550193273,137.59356582906784,139.17410278320312,995100,A
2021-06-14,139.1449910982471,140.0467598968047,138.42744365741805,140.0079803466797,934200,A
2021-06-15,140.45403331763364,140.7546229316375,139.6686031316032,140.2310028076172,1035800,A
2021-06-16,140.26977285303522,140.67702465909943,138.58257411730696,139.23223876953125,1680800,A
2021-06-17,139.1353142520266,143.19814205220518,139.1353142520266,142.46121215820312,2822400,A
2021-06-18,141.86971131019604,142.3739342426348,140.54129346442352,140.60916137695312,3220700,A
2021-06-21,141.0067448373263,142.23820660767484,139.36803113886387,141.96670532226562,1266100,A
2021-06-22,141.9279043003906,143.1981455679467,141.40429893048022,142.18002319335938,1366200,A
2021-06-23,142.26730709448918,143.566636899029,141.986099799116,142.7715301513672,1455700,A
2021-06-24,143.43084486520428,143.82840552219542,142.12182424719245,142.21878051757812,1426800,A
2021-06-25,142.5484621681179,143.27570079556455,141.77275280207436,142.81027221679688,8445100,A
2021-06-28,143.14966811910134,143.5472140239096,141.98607438142076,143.4405517578125,1645000,A
2021-06-29,143.09148010061946,144.32292686255244,143.05268575471308,144.29383850097656,816700,A
2021-06-30,144.16778031683174,144.26475138672828,142.2090949071512,143.32418823242188,1259300,A
2021-07-01,143.28542719039586,143.8672092978015,142.54848247368827,143.3048095703125,1426500,A
2021-07-02,143.80386106809968,144.56118221879217,142.96886405385465,144.49322509765625,1400700,A
2021-07-06,144.89129108413744,144.89129108413744,144.16309654266263,144.6485595703125,1973300,A
2021-07-07,145.24080623803715,145.2699328307098,143.78441734378947,145.1437225341797,2286300,A
2021-07-08,143.7650463839719,144.62917009036403,142.9980064063501,144.50294494628906,1891700,A
2021-07-09,145.1437058446034,145.86218146811868,144.59027101715296,145.66799926757812,1596800,A
2021-07-12,146.2699866910152,146.60981669551015,144.83302045045468,145.1631317138672,1480500,A
2021-07-13,144.77476304484384,145.1922540749051,143.8815129853874,144.93011474609375,1456500,A
2021-07-14,145.5029966392629,145.5127005675202,144.14370592535985,144.3087615966797,1218500,A
2021-07-15,144.0271509722722,144.9689503231315,143.5416880002892,144.62913513183594,1733600,A
2021-07-16,144.9883701036732,145.4641291402001,143.95919099398392,144.59999084472656,2169800,A
2021-07-19,143.36695198914063,143.66793671078105,142.6775879370315,143.28927612304688,1835100,A
2021-07-20,144.13396598282984,146.85256182594455,143.53199658594679,144.95925903320312,2246000,A
2021-07-21,145.14373889952472,145.5515260580747,143.30868927847206,144.6194305419922,2255700,A
2021-07-22,145.3573482153343,146.12437329068317,144.3475768077352,145.93019104003906,1972800,A
2021-07-23,146.2117353061781,147.97882764707234,146.05638359848658,147.88172912597656,2132000,A
2021-07-26,147.31855773754702,147.7457674317025,145.41555159195588,145.881591796875,1767700,A
2021-07-27,144.94954778120112,145.63891181579797,144.53205667860416,145.59036254882812,2085700,A
2021-07-28,145.6388990501087,147.55162444284585,145.153436053275,147.05645751953125,2179700,A
2021-07-29,147.57108524835496,148.9983480131117,147.0176501776637,148.23130798339844,1527300,A
2021-07-30,148.08564470023677,149.13424660784926,147.60018167718405,148.77499389648438,2310100,A
2021-08-02,149.57120888579854,149.81394047606594,148.08569273857495,148.6197052001953,1438300,A
2021-08-03,149.24104000162407,149.49347542482417,148.31864846171928,149.3866729736328,1859700,A
2021-08-04,149.48380528544453,150.21199994038793,149.02746878313405,149.7847900390625,1786700,A
2021-08-05,149.9692702397456,150.64891562971636,148.88182280063407,150.5323944091797,1667600,A
2021-08-06,150.2605143728733,151.35766558095096,149.9789523291562,151.17318725585938,1209300,A
2021-08-09,151.54212138103534,152.2411892379181,150.5032235215846,151.98873901367188,982900,A
2021-08-10,152.3576789798958,153.0179162460695,151.36733048821145,151.9693145751953,1575900,A
2021-08-11,152.13437018795065,152.42565089905221,151.3187960489882,151.9693145751953,1402500,A
2021-08-12,151.9596379717123,153.911208906632,151.5809773868282,153.5519561767578,1376100,A
2021-08-13,153.79468499648624,154.63940075957163,152.81405499009543,154.60055541992188,1733200,A
2021-08-16,154.7558670117255,157.79486959184626,153.89174361808497,157.3579559326172,2154300,A
2021-08-17,157.02787165691788,157.13467411892725,154.6588096379144,156.23171997070312,2614200,A
2021-08-18,158.45512456373194,160.5523283366352,157.37739608169736,158.28036499023438,2860900,A
2021-08-19,157.03759647598736,164.16419066355593,156.9113713391403,162.79518127441406,2179600,A
2021-08-20,162.95054047576951,165.77593917894373,162.19321925030223,163.2418212890625,2023300,A
2021-08-23,164.50399910354002,165.6108690605225,163.24180704797894,165.05743408203125,2061400,A
2021-08-24,165.28071377430743,166.2322318345336,164.30008393710085,165.61083984375,1238600,A
2021-08-25,165.12538785503497,168.4944873619237,165.12538785503497,168.261474609375,1411800,A
2021-08-26,168.34886280206877,169.39746468638864,167.09637474908288,168.5430450439453,1273400,A
2021-08-27,168.97025774628426,170.009155721529,167.96050118221555,168.75665283203125,1185800,A
2021-08-30,168.80516814444027,171.97038106831292,168.80516814444027,171.5917205810547,1221400,A
2021-08-31,171.95100712592983,172.03838691364646,169.7470008730917,170.36839294433594,1733200,A
2021-09-01,169.95090050220915,170.63056063423983,169.31010052638908,170.34898376464844,1429000,A
2021-09-02,171.31989258343748,173.15494216132052,170.59169807133858,172.84425354003906,1194000,A
2021-09-03,172.50443536708545,174.34920381364708,171.88304326664988,174.067626953125,971800,A
2021-09-07,174.067620780781,174.15500056950407,171.65000958668614,172.552978515625,1252000,A
2021-09-08,172.26167401683082,173.97049829333255,171.43639587838697,173.53358459472656,1174600,A
2021-09-09,173.86370914085717,174.14527113499787,171.87330807004375,172.0771942138672,1010000,A
2021-09-10,172.55295324137785,174.09672187665538,172.01894102991764,172.0771942138672,1086300,A
2021-09-13,172.49475051006505,172.82486185910182,165.2710572844054,167.0769805908203,2274300,A
2021-09-14,167.53331437693686,168.92173169522874,166.76627440257556,167.40708923339844,1337400,A
2021-09-15,167.06724925032884,170.03828053449516,166.40701184542772,168.7372283935547,1535300,A
2021-09-16,168.87314612261522,168.87314612261522,166.12543867669984,168.24205017089844,1142000,A
2021-09-17,168.86343560956527,172.20342317210466,167.77600331112134,168.8828582763672,2405700,A
2021-09-20,165.54291554553066,167.562443800386,164.1933287328098,166.35848999023438,1599400,A
2021-09-21,167.29057874734067,168.55278570642324,166.21285012733694,166.45558166503906,1059800,A
2021-09-22,167.17404814635276,168.28091811866312,165.94098267098883,167.42649841308594,981000,A
2021-09-23,168.45565903050124,169.28095204691434,167.47502911542207,167.74688720703125,1654600,A
2021-09-24,167.08664959171833,168.04787165256022,166.22252605566425,167.38763427734375,1041900,A
2021-09-27,166.0866683284447,166.1740481491821,159.48436581699482,161.54273986816406,1419700,A
2021-09-28,159.41634912990267,159.5522781831112,154.17333961652534,155.25106811523438,2541000,A
2021-09-29,156.6977771183083,157.10556434004684,155.1831346332343,155.3481903076172,1268200,A
2021-09-30,156.5424051635213,157.75606274362244,152.88202456884858,152.94998168945312,1542800,A
2021-10-01,152.5809898881654,152.9208198583561,148.60020283173785,151.45472717285156,1881900,A
2021-10-04,150.91424019385104,151.9447009030885,147.04513227893707,148.11448669433594,1758300,A
2021-10-05,149.20326586005444,151.43917918011707,148.09503262608976,148.76580810546875,1494300,A
2021-10-06,148.29919072044189,149.961533190805,147.3950974965724,149.3685302734375,1794700,A
2021-10-07,150.73927028580604,153.09183551103092,150.64206567335498,150.99203491210938,1002800,A
2021-10-08,151.8280796156807,152.5474650568453,147.86178076067435,148.22146606445312,904100,A
2021-10-11,147.268761559641,148.1145144068605,145.70362334986362,145.8397216796875,1106300,A
2021-10-12,146.96736936953602,146.96736936953602,142.22336042430837,143.82737731933594,1809900,A
2021-10-13,144.925885362644,146.67573130259166,144.59536302776573,146.03411865234375,1509100,A
2021-10-14,147.39511677056973,149.20328862115053,147.39511677056973,148.3380889892578,1434100,A
2021-10-15,148.87276320265858,149.60186450112403,148.29920707459732,148.9991455078125,1397800,A
2021-10-18,149.34910694179854,151.08922209000588,148.14365418438803,150.46705627441406,1183600,A
2021-10-19,151.61416751495653,153.07236988404,151.215588640676,151.28363037109375,1025500,A
2021-10-20,152.5571482848163,153.71399138292296,151.95442929263453,153.19876098632812,1053000,A
2021-10-21,153.31541209127468,153.61677155750894,150.2240151843763,152.56686401367188,1405100,A
2021-10-22,152.57659435715212,154.2875615524108,152.52798463754067,153.56817626953125,772200,A
2021-10-25,153.50012987691505,154.1028637395891,152.38218041971788,153.92787170410156,1088100,A
2021-10-26,155.18192027987024,155.4638329130459,152.66407926736795,153.78204345703125,1016400,A
2021-10-27,153.88896865842395,154.08339268562855,150.51565912713556,150.9336700439453,1472600,A
2021-10-28,151.63360965128956,153.3931715873535,149.89349456818618,151.41973876953125,1752600,A
2021-10-29,150.80733809688104,153.1793503547053,150.13656243650874,153.10157775878906,1999800,A
2021-11-01,152.99462305939898,153.5973420599696,151.4586478587668,152.68353271484375,1329100,A
2021-11-02,153.15987934685083,153.59733715049543,151.10867380801588,153.45152282714844,1714200,A
2021-11-03,153.62650212573251,153.8792519008742,150.26292312975386,153.79176330566406,1256500,A
2021-11-04,153.46129607571666,154.5014732486338,152.00309296394954,153.25714111328125,1015800,A
2021-11-05,152.20718089901152,152.44048380064498,148.18252784260324,152.0516357421875,1775500,A
2021-11-08,152.62519943371632,156.65955386747194,152.1877416377289,156.45541381835938,1467000,A
2021-11-09,156.45543581809176,157.70948365407213,155.07500566391604,155.35691833496094,1021000,A
2021-11-10,154.77361781028043,155.5221510700921,151.711383701005,154.84165954589844,1093200,A
2021-11-11,155.8138125661331,156.55262990167904,153.5292891487936,154.36532592773438,935500,A
2021-11-12,155.27917594563144,156.5721177465229,153.31547321069095,156.3971405029297,1444800,A
2021-11-15,156.75676287949926,157.80667042021284,153.11125676602254,153.38345336914062,1121300,A
2021-11-16,152.67382052401933,158.45802140617414,152.5863319250258,156.89288330078125,1276300,A
2021-11-17,157.4080664868523,157.4080664868523,155.44435001934409,157.0386505126953,872400,A
2021-11-18,158.00108837419637,158.28301580962136,155.9304362345644,157.6414031982422,1475800,A
2021-11-19,158.46770887941352,160.47031928634283,158.13718656477926,159.72177124023438,1647600,A
2021-11-22,160.40229706738407,161.06334183819808,158.24415588378906,158.24415588378906,2110400,A
2021-11-23,151.54612673325647,154.88055754462115,147.54093522248434,150.46705627441406,3140600,A
2021-11-24,149.4754691207582,150.36011551224436,146.8798705053009,148.70748901367188,2291400,A
2021-11-26,149.0185716515518,154.6569577706918,147.34651305326665,147.83258056640625,1632200,A
2021-11-29,148.7949588366572,151.05031882498938,147.3367565511806,149.14492797851562,1734600,A
2021-11-30,149.07690243718605,151.3711415420974,145.52860092379564,146.69515991210938,3900500,A
2021-12-01,146.9090408207187,148.5908451009113,143.9634728698379,144.08013916015625,1800900,A
2021-12-02,143.78852138083272,148.22145553144128,143.6135293308845,146.78269958496094,1514100,A
2021-12-03,147.5895516892711,148.73666393807545,143.60379201631252,145.16893005371094,1412600,A
2021-12-06,145.17863063578108,147.80339204785253,143.66210247918877,147.24928283691406,1803400,A
2021-12-07,148.58110244020116,151.88637017575178,148.3575155547452,149.5143585205078,1422700,A
2021-12-08,150.44760975535647,152.03219457839268,149.66018276567198,151.9544219970703,1491500,A
2021-12-09,152.13915372097426,153.5973564722935,150.20459939745945,150.30181884765625,1272300,A
2021-12-10,150.22403321345502,151.98359534059125,149.7865753927555,151.90582275390625,1463900,A
2021-12-13,152.9557270815355,153.5001203428309,150.81703291204477,151.9349822998047,1413800,A
2021-12-14,150.57402514385575,151.40034602259254,145.91750392010226,147.6479034423828,1869100,A
2021-12-15,148.50335000745008,150.2823589901928,146.42298152221508,150.01016235351562,2054900,A
2021-12-16,150.00041832349717,151.55582526631002,146.2674238604246,146.5979461669922,2085600,A
2021-12-17,146.16050683126315,148.33807979210437,143.9148624649907,147.20068359375,2628700,A
2021-12-20,146.55906848527692,147.93949841678628,144.40092758054456,146.22854614257812,2027200,A
2021-12-21,146.79239554157152,149.7671264818188,146.4132634576891,149.669921875,1496600,A
2021-12-22,150.1462246777133,152.78071664908427,149.95180067435322,152.4113006591797,1907900,A
2021-12-23,152.90710997406686,154.43336906766154,152.28494415784556,153.4029083251953,1411000,A
2021-12-27,154.39452980332882,155.38609709276324,152.80994457569304,154.31675720214844,951800,A
2021-12-28,155.2305133121549,155.33744875800122,153.71398505004566,154.74444580078125,764300,A
2021-12-29,155.3763190291226,156.89284706248225,154.74442245948876,156.1734619140625,833100,A
2021-12-30,156.62072748094602,158.08864652543073,156.12494379049025,156.3971405029297,771000,A
2021-12-31,155.8818613831471,156.95120103923483,155.07498751067155,155.20135498046875,1315500,A
2022-01-03,154.77303330751522,155.2013384176986,149.83781058763688,152.3200225830078,1606300,A
2022-01-04,151.3563899285587,151.492667512074,145.72030554978872,147.1707000732422,2234000,A
2022-01-05,146.82023285444518,149.0298897649888,144.58137467287952,144.64952087402344,2370500,A
2022-01-06,144.89291968038938,145.9734116030367,141.70984647262134,145.15573120117188,2298300,A
2022-01-07,145.15572064975183,145.74950472359643,141.23285720969642,141.291259765625,2058600,A
2022-01-10,139.48069782232847,141.4470012540295,137.1153053315612,141.30099487304688,2548100,A
2022-01-11,141.14523747114913,143.03366578347254,139.98687073195237,142.74163818359375,2194200,A
2022-01-12,143.87080724488555,146.3919497090243,143.62745338109283,145.53533935546875,2250800,A
2022-01-13,145.4866751907259,145.56453535355263,140.999229510951,141.3107147216797,1741800,A
2022-01-14,140.21073974895356,141.29123137595622,138.57540909897088,140.83372497558594,2225400,A
2022-01-18,138.63382918930387,139.43203700268177,136.60912323320764,136.7356719970703,1907400,A
2022-01-19,136.93035663456837,139.78247177386748,136.53125271472123,136.6967315673828,1472100,A
2022-01-20,137.6215017181499,139.33470782001146,135.35344159704877,135.77200317382812,1861200,A
2022-01-21,135.83038705838962,136.75514362998157,133.83489724341632,133.85435485839844,1878600,A
